IDELST;NOM_AGENCE;NUM_AGENCE;ADRESSE1_AGENCE;ADRESSE2_AGENCE;CP_COMMUNE_AGENCE;NIVEAU;CP;ville;Long;Lat;NCOMMUNE;IRIS_code;idexel
F0F6F0F0F3F0F24040404040404040;BEAUVAIS CARNOT;344153700;;38 RUE CARNOT;60000 BEAUVAIS;6;60000;BEAUVAIS;2.08429;49.43232;60;600570101;302
F0F6F0F0F3F0F34040404040404040;AUNEUIL;344475170;;4 RUE DE LA GARE;60390 AUNEUIL;6;60390;AUNEUIL;1.99148;49.37249;60;600290000;303
F0F6F0F0F3F0F44040404040404040;BEAUVAIS CALAIS;344114210;;115 RUE DE CALAIS;60000 BEAUVAIS;6;60000;BEAUVAIS;2.08153;49.43994;60;600570302;304
F0F6F0F0F3F0F54040404040404040;BEAUVAIS VOISINLIEU;344030300;;115 RUE DE PARIS;60000 BEAUVAIS;6;60000;BEAUVAIS;2.09546;49.41878;60;600570601;305
F0F6F0F0F3F0F64040404040404040;BEAUVAIS ARGENTINE;344105180;;2 PLACE DE FRANCE;60000 BEAUVAIS;6;60000;BEAUVAIS;2.09788;49.43706;60;600570404;306
F0F6F0F0F3F0F74040404040404040;BRESLES;344470470;;38 RUE DU GENERAL DE GAULLE;60510 BRESLES;6;60510;BRESLES;2.24843;49.41086;60;601030000;307
F0F6F0F0F3F0F84040404040404040;COMPIEGNE CENTRE;344385680;;5 RUE FOURNIER SARLOVEZE;60200 COMPIEGNE;6;60200;COMPIEGNE;2.8299;49.41725;60;601591301;308
F0F6F0F0F3F0F94040404040404040;LACROIX SAINT OUEN;344915350;68 B ET TER;RUE NATIONALE;60610 LACROIX ST OUEN;6;60610;LACROIX ST OUEN;2.785833;49.354235;60;603380000;309
F0F6F0F0F3F1F04040404040404040;GUISCARD;344431810;;1 RUE HELENE VERSEPUY;60640 GUISCARD;6;60640;GUISCARD;3.0516;49.6562;60;602910000;310
F0F6F0F0F3F1F14040404040404040;RESSONS SUR MATZ;344404521;;10 RUE GEORGES LATAPIE;60490 RESSONS SUR MATZ;6;60490;RESSONS SUR MATZ;2.74536;49.54093;60;605330000;311
F0F6F0F0F3F1F24040404040404040;COMPIEGNE SAINT CORNEILLE;344403650;;18 RUE SAINT CORNEILLE;60200 COMPIEGNE;6;60200;COMPIEGNE;2.824206;49.417222;60;601591301;312
F0F6F0F0F3F1F34040404040404040;NOYON;344098000;;69 RUE DE PARIS;60400 NOYON;6;60400;NOYON;2.99539;49.57898;60;604710101;313
F0F6F0F0F3F1F44040404040404040;CUISE LA MOTTE;344854200;;34 RUE DE SOISSONS;60350 CUISE LA MOTTE;6;60350;CUISE LA MOTTE;3.00737;49.40363;60;601880000;314
F0F6F0F0F3F1F54040404040404040;TRICOT;344505500;;40 GRANDE RUE;60420 TRICOT;6;60420;TRICOT;2.58765;49.56106;60;606430000;315
F0F6F0F0F3F1F64040404040404040;RIBECOURT;344755650;;35 RUE ARISTIDE BRIAND;60170 RIBECOURT DRESLINCOURT;6;60170;RIBECOURT DRESLINCOURT;2.9228;49.50968;60;605370000;316
F0F6F0F0F3F1F74040404040404040;MARGNY LES COMPIEGNE;344838680;;400 AVENUE OCTAVE BUTIN;60280 MARGNY LES COMPIEGNE;6;60280;MARGNY LES COMPIEGNE;2.81725;49.42653;60;603820201;317
F0F6F0F0F3F1F84040404040404040;THOUROTTE;344907200;;3 RUE JEAN JAURES;60150 THOUROTTE;6;60150;THOUROTTE;2.880859;49.477545;60;606360000;318
F0F6F0F0F3F2F04040404040404040;COMPIEGNE ROYALLIEU;344200486;;14 RUE DES FRERES LUMIERE;60200 COMPIEGNE;6;60200;COMPIEGNE;2.798724;49.398108;60;601590501;320
F0F6F0F0F3F2F14040404040404040;CLERMONT;344682210;;5 RUE DU GENERAL PERSHING;60600 CLERMONT;6;60600;CLERMONT;2.41503;49.37851;60;601570401;321
F0F6F0F0F3F2F34040404040404040;CREIL PLATEAU;344647570;;14 RUE PIERRE ET MARIE CURIE;60100 CREIL;6;60100;CREIL;2.48154;49.2523;60;601750301;323
F0F6F0F0F3F2F44040404040404040;CREIL GARE;344656161;;27 AVENUE JULES UHRY;60100 CREIL;6;60100;CREIL;2.46949;49.26363;60;601750103;324
F0F6F0F0F3F2F54040404040404040;PONT SAINTE MAXENCE;344704040;;49 RUE CHARLES LESCOT;60700 PONT STE MAXENCE;6;60700;PONT STE MAXENCE;2.605634;49.300966;60;605090501;325
F0F6F0F0F3F2F64040404040404040;VERBERIE;344409185;;2 PLACE DU GENERAL DE GAULLE;60410 VERBERIE;6;60410;VERBERIE;2.72886;49.30954;60;606670000;326
F0F6F0F0F3F2F74040404040404040;LIANCOURT;344738310;;6 PLACE DE LA ROCHEFOUCAULD;60140 LIANCOURT;6;60140;LIANCOURT;2.464509;49.329588;60;603600201;327
F0F6F0F0F3F2F84040404040404040;RANTIGNY;344738390;;88 AVENUE JEAN JAURES;60290 RANTIGNY;6;60290;RANTIGNY;2.44224;49.32268;60;605240000;328
F0F6F0F0F3F2F94040404040404040;MONTATAIRE;344612100;;4 PLACE AUGUSTE GENIE;60160 MONTATAIRE;6;60160;MONTATAIRE;2.43427;49.25661;60;604140201;329
F0F6F0F0F3F3F04040404040404040;PRECY SUR OISE;344277253;;44 B RUE DU GENERAL DE GAULLE;60460 PRECY SUR OISE;6;60460;PRECY SUR OISE;2.36958;49.20625;60;605130000;330
F0F6F0F0F3F3F14040404040404040;SAINT LEU D ESSERENT;344568790;;8 T PLACE DE LA REPUBLIQUE;60340 ST LEU D ESSERENT;6;60340;ST LEU D ESSERENT;2.418711;49.216492;60;605840000;331
F0F6F0F0F3F3F24040404040404040;VILLERS SAINT PAUL;344663470;;15 RUE JULES UHRY;60870 VILLERS ST PAUL;6;60870;VILLERS ST PAUL;2.491621;49.286827;60;606840102;332
F0F6F0F0F3F3F44040404040404040;CREVECOEUR LE GRAND;344133050;;4 AVENUE DU CHATEAU;60360 CREVECOEUR LE GRAND;6;60360;CREVECOEUR LE GRAND;2.07626;49.60705;60;601780000;334
F0F6F0F0F3F3F54040404040404040;GRANDVILLIERS;344465000;;5 RUE DE ROUEN;60210 GRANDVILLIERS;6;60210;GRANDVILLIERS;1.93891;49.66411;60;602860000;335
F0F6F0F0F3F3F64040404040404040;MARSEILLE EN BEAUVAISIS;344133120;;1 RUE PHILEAS LEBESGUE;60690 MARSEILLE EN BEAUVAISIS;6;60690;MARSEILLE EN BEAUVAISIS;1.952208;49.569535;60;603870000;336
F0F6F0F0F3F3F74040404040404040;SONGEONS;344828000;;43 PLACE DE LA HALLE;60380 SONGEONS;6;60380;SONGEONS;1.85355;49.54922;60;606230000;337
F0F6F0F0F3F3F84040404040404040;FORMERIE;344045000;;13 RUE ALBERT 1ER;60220 FORMERIE;6;60220;FORMERIE;1.730893;49.650053;60;602450000;338
F0F6F0F0F3F3F94040404040404040;FEUQUIERES;344464420;;2 PLACE DU VIEUX MARCHE;60960 FEUQUIERES;6;60960;FEUQUIERES;1.84514;49.64722;60;602330000;339
F0F6F0F0F3F4F04040404040404040;MILLY SUR THERAIN;344813230;;25 RUE DE DIEPPE;60112 MILLY SUR THERAIN;6;60112;MILLY SUR THERAIN;1.997003;49.501873;60;604030000;340
F0F6F0F0F3F4F24040404040404040;CREPY EN VALOIS;344393130;;72 RUE NATIONALE;60800 CREPY EN VALOIS;6;60800;CREPY EN VALOIS;2.88789;49.23689;60;601760301;342
F0F6F0F0F3F4F34040404040404040;ACY EN MULTIEN;344878980;;17 RUE DE LA LIBERATION;60620 ACY EN MULTIEN;6;60620;ACY EN MULTIEN;2.95435;49.10305;60;600050000;343
F0F6F0F0F3F4F44040404040404040;BETHISY SAINT PIERRE;344393330;;83 AVENUE DE LA GARE;60320 BETHISY ST PIERRE;6;60320;BETHISY ST PIERRE;2.80033;49.29883;60;600680000;344
F0F6F0F0F3F4F64040404040404040;LE PLESSIS BELLEVILLE;344607400;;10 AVENUE GEORGES BATAILLE;60330 LE PLESSIS BELLEVILLE;6;60330;LE PLESSIS BELLEVILLE;2.75326;49.095505;60;605000000;346
F0F6F0F0F3F4F74040404040404040;NANTEUIL LE HAUDOUIN;344880347;;10 PLACE DE LA REPUBLIQUE;60440 NANTEUIL LE HAUDOUIN;6;60440;NANTEUIL LE HAUDOUIN;2.80883;49.14136;60;604460000;347
F0F6F0F0F3F4F84040404040404040;SENLIS;344539040;;81 RUE DE LA REPUBLIQUE;60300 SENLIS;6;60300;SENLIS;2.58699;49.20472;60;606120101;348
F0F6F0F0F3F4F94040404040404040;ORRY LA VILLE;344588779;;13 RUE DE LA GARE;60560 ORRY LA VILLE;6;60560;ORRY LA VILLE;2.51241;49.13286;60;604820000;349
F0F6F0F0F3F5F04040404040404040;CHANTILLY;344671570;;16 AVENUE DU MARECHAL JOFFRE;60500 CHANTILLY;6;60500;CHANTILLY;2.464537;49.192269;60;601410201;350
F0F6F0F0F3F5F14040404040404040;GOUVIEUX;344671060;;47 RUE DE LA MAIRIE;60270 GOUVIEUX;6;60270;GOUVIEUX;2.41578;49.18826;60;602820101;351
F0F6F0F0F3F5F24040404040404040;LAMORLAYE;344215714;;41 RUE DU GENERAL LECLERC;60260 LAMORLAYE;6;60260;LAMORLAYE;2.4428;49.15532;60;603460101;352
F0F6F0F0F3F5F34040404040404040;COYE LA FORET;344584930;;49 GRANDE RUE;60580 COYE LA FORET;6;60580;COYE LA FORET;2.46757;49.14309;60;601720000;353
F0F6F0F0F3F5F44040404040404040;CHAUMONT EN VEXIN;344494800;;2 RUE DE L HOTEL DE VILLE;60240 CHAUMONT EN VEXIN;6;60240;CHAUMONT EN VEXIN;1.88246;49.2631;60;601430000;354
F0F6F0F0F3F5F54040404040404040;GISORS;232277040;;1 RUE DE PARIS;27140 GISORS;6;27140;GISORS;1.77665;49.27876;27;272840104;355
F0F6F0F0F3F5F64040404040404040;LACHAPELLE AUX POTS;344842484;;37 AVENUE TRISTAN KLINGSOR;60650 LACHAPELLE AUX POTS;6;60650;LACHAPELLE AUX POTS;1.90074;49.44416;60;603330000;356
F0F6F0F0F3F5F74040404040404040;ETREPAGNY;232276020;;70 RUE GEORGES CLEMENCEAU;27150 ETREPAGNY;6;27150;ETREPAGNY;1.61278;49.30576;27;272260000;357
F0F6F0F0F3F5F84040404040404040;MERU CENTRE;344526100;;15 PLACE DE L HOTEL DE VILLE;60110 MERU;6;60110;MERU;2.135249;49.236114;60;603950201;358
F0F6F0F0F3F5F94040404040404040;MERU VILLAGES;344524120;;25 BOULEVARD PABLO PICASSO;60110 MERU;6;60110;MERU;2.12701;49.23471;60;603950401;359
F0F6F0F0F3F6F04040404040404040;MOUY;344691200;;14 PLACE CANTREL;60250 MOUY;6;60250;MOUY;2.319321;49.319759;60;604390201;360
F0F6F0F0F3F6F14040404040404040;CIRES LES MELLO;344568770;;15 RUE DE LA VILLE;60660 CIRES LES MELLO;6;60660;CIRES LES MELLO;2.359;49.27259;60;601550000;361
F0F6F0F0F3F6F24040404040404040;NOAILLES;344035000;;2 RUE DE CALAIS;60430 NOAILLES;6;60430;NOAILLES;2.20005;49.32928;60;604620000;362
F0F6F0F0F3F6F34040404040404040;NEUILLY EN THELLE;344265472;;8 PLACE TIBURCE LEFEVRE;60530 NEUILLY EN THELLE;6;60530;NEUILLY EN THELLE;2.286262;49.223807;60;604500000;363
F0F6F0F0F3F6F44040404040404040;CHAMBLY;130289030;;259 PLACE CHARLES DE GAULLE;60230 CHAMBLY;6;60230;CHAMBLY;2.24748;49.16515;60;601390301;364
F0F6F0F0F3F6F64040404040404040;BORAN SUR OISE;344216480;;8 PLACE BOURGEOIS;60820 BORAN SUR OISE;6;60820;BORAN SUR OISE;2.35916;49.16764;60;600860000;366
F0F6F0F0F3F6F74040404040404040;BORNEL;344082860;;83 RUE LOUIS DENOUAL;60540 BORNEL;6;60540;BORNEL;2.20968;49.19783;60;600880000;367
F0F6F0F0F3F6F84040404040404040;BRETEUIL;344806690;;2 RUE D AMIENS;60120 BRETEUIL;6;60120;BRETEUIL;2.29513;49.63379;60;601040000;368
F0F6F0F0F3F6F94040404040404040;FROISSY;344802380;;5 RUE DU 8 MAI 1945;60480 FROISSY;6;60480;FROISSY;2.223191;49.567059;60;602650000;369
F0F6F0F0F3F7F04040404040404040;SAINT JUST EN CHAUSSEE;344776330;;33 RUE DE PARIS;60130 ST JUST EN CHAUSSEE;6;60130;ST JUST EN CHAUSSEE;2.43454;49.50529;60;605810000;370
F0F6F0F0F3F7F14040404040404040;BEAUVAIS SAINT QUENTIN;344045970;;1 RUE DES FILATURES;60000 BEAUVAIS;6;60000;BEAUVAIS;2.070053;49.429594;60;600570201;371
F0F6F0F0F3F7F24040404040404040;CREIL REPUBLIQUE;344559710;;33 RUE DE LA REPUBLIQUE;60100 CREIL;6;60100;CREIL;2.47526;49.25978;60;601750101;372
F0F6F0F0F3F7F74040404040404040;COMPIEGNE CAPUCINS;344434848;;2 RUE DES CAPUCINS;60200 COMPIEGNE;6;60200;COMPIEGNE;2.82167;49.41436;60;601591401;377
F0F6F0F0F4F3F84040404040404040;AGENCE HABITAT;;;29 RUE DE LA CRECHE;77334 MEAUX CEDEX;6;77334;MEAUX CEDEX;2.88556;48.95615;77;772840701;438
F0F6F0F0F5F0F14040404040404040;MEAUX FOCH;160321286;;24 AVENUE DU MARECHAL FOCH;77100 MEAUX;6;77100;MEAUX;2.88829;48.95323;77;772840702;501
F0F6F0F0F5F0F24040404040404040;MEAUX BEAUVAL;160098760;CENTRE COMMERCIAL;ALLEE JEAN LOUIS BARRAULT;77334 MEAUX CEDEX;6;77334;MEAUX CEDEX;2.912773;48.952133;77;772840203;502
F0F6F0F0F5F0F34040404040404040;MEAUX CENTRE;164363600;;14 RUE DU GRAND CERF;77102 MEAUX CEDEX;6;77102;MEAUX CEDEX;2.88035;48.959107;77;772840902;503
F0F6F0F0F5F0F44040404040404040;MEAUX MARCHE;160411000;;42 RUE DU COMMANDANT BERGE;77100 MEAUX;6;77100;MEAUX;2.87939;48.9552;77;772840901;504
F0F6F0F0F5F0F54040404040404040;TRILPORT;164349751;;12 RUE DU MARECHAL JOFFRE;77470 TRILPORT;6;77470;TRILPORT;2.94597;48.957726;77;774750000;505
F0F6F0F0F5F0F74040404040404040;DAMMARTIN EN GOELE;160036940;;7 RUE DE LA JUSTICE;77230 DAMMARTIN EN GOELE;6;77230;DAMMARTIN EN GOELE;2.67522;49.05438;77;771530101;507
F0F6F0F0F5F0F84040404040404040;SAINT PATHUS;160615110;;CTRE CIAL LES SOURCES;77178 ST PATHUS;6;77178;ST PATHUS;2.79895;49.07107;77;774300000;508
F0F6F0F0F5F0F94040404040404040;SAINT SOUPPLETS;160615115;;46 RUE DU GENERAL MAUNOURY;77165 ST SOUPPLETS;6;77165;ST SOUPPLETS;2.805552;49.039475;77;774370000;509
F0F6F0F0F5F1F04040404040404040;OTHIS;160546310;;AVENUE DU 8 MAI 1945;77280 OTHIS;6;77280;OTHIS;2.667953;49.073434;77;773490102;510
F0F6F0F0F5F1F14040404040404040;SAINT MARD;160546320;;10 AVENUE DE LA GARE;77230 ST MARD;6;77230;ST MARD;2.694194;49.03614;77;774200000;511
F0F6F0F0F5F1F24040404040404040;LA FERTE SOUS JOUARRE;160229384;;45 RUE DE CHAMIGNY;77260 LA FERTE SOUS JOUARRE;6;77260;LA FERTE SOUS JOUARRE;3.13034;48.9509;77;771830101;512
F0F6F0F0F5F1F34040404040404040;LIZY SUR OURCQ;160615120;;6 AVENUE DE LA GARE;77440 LIZY SUR OURCQ;6;77440;LIZY SUR OURCQ;3.02859;49.02398;77;772570000;513
F0F6F0F0F5F1F44040404040404040;MITRY MORY;164272777;;17 AVENUE FRANKLIN ROOSEVELT;77290 MITRY MORY;6;77290;MITRY MORY;2.60004;48.95426;77;772940202;514
F0F6F0F0F5F1F54040404040404040;CLAYE SOUILLY;160260358;;78 RUE JEAN JAURES;77410 CLAYE SOUILLY;6;77410;CLAYE SOUILLY;2.687458;48.945449;77;771180103;515
F0F6F0F0F5F1F64040404040404040;VILLEPARISIS DE GAULLE;164275836;;162 AVENUE DU GENERAL DE GAULLE;77270 VILLEPARISIS;6;77270;VILLEPARISIS;2.604158;48.949322;77;775140104;516
F0F6F0F0F5F1F74040404040404040;VILLEPARISIS JAURES;164270005;;32 RUE JEAN JAURES;77270 VILLEPARISIS;6;77270;VILLEPARISIS;2.613691;48.939229;77;775140104;517
F0F6F0F0F5F1F84040404040404040;MOISSY CRAMAYEL;164133935;;73 AVENUE PHILIPPE BUR;77550 MOISSY CRAMAYEL;6;77550;MOISSY CRAMAYEL;2.59228;48.62739;77;772960102;518
F0F6F0F0F5F1F94040404040404040;COMBS VILLE;160602809;;64 RUE SERMONOISE;77381 COMBS LA VILLE CEDEX;6;77381;COMBS LA VILLE CEDEX;2.5669;48.66344;77;771220401;519
F0F6F0F0F5F2F04040404040404040;COMBS GARE;160345700;;49 AVENUE DE LA REPUBLIQUE;77380 COMBS LA VILLE;6;77380;COMBS LA VILLE;2.55041;48.66572;77;771220202;520
F0F6F0F0F5F2F14040404040404040;LIEUSAINT;160601629;;5 PLACE DU COLOMBIER;77127 LIEUSAINT;6;77127;LIEUSAINT;2.55133;48.632945;77;772510106;521
F0F6F0F0F5F2F24040404040404040;CESSON;160636762;;14 AVENUE CHARLES MONIER;77240 CESSON;6;77240;CESSON;2.60676;48.56277;77;770670102;522
F0F6F0F0F5F2F34040404040404040;SAVIGNY LE TEMPLE;164105880;;CTRE CIAL MIROIR D EAU;77176 SAVIGNY LE TEMPLE;6;77176;SAVIGNY LE TEMPLE;2.5647;48.60123;77;773260101;523
F0F6F0F0F5F2F44040404040404040;BRIE COMTE ROBERT;160625110;;18 AVENUE VICTOR HUGO;77170 BRIE COMTE ROBERT;6;77170;BRIE COMTE ROBERT;2.607487;48.688526;77;770530101;524
F0F6F0F0F5F2F54040404040404040;BRIE GAMBETTA;164052463;;5 RUE GAMBETTA;77170 BRIE COMTE ROBERT;6;77170;BRIE COMTE ROBERT;2.61199;48.6919;77;770530102;525
F0F6F0F0F5F2F64040404040404040;LESIGNY;160022697;;COUR VILLARCEAU;77150 LESIGNY;6;77150;LESIGNY;2.61474;48.744474;77;772490101;526
F0F6F0F0F5F2F74040404040404040;TOURNAN EN BRIE;164073960;;42 RUE DE PARIS;77220 TOURNAN EN BRIE;6;77220;TOURNAN EN BRIE;2.763316;48.739485;77;774700102;527
F0F6F0F0F5F2F84040404040404040;FONTENAY TRESIGNY;164259136;;25 AVENUE DU GENERAL DE GAULLE;77610 FONTENAY TRESIGNY;6;77610;FONTENAY TRESIGNY;2.86842;48.706806;77;771920000;528
F0F6F0F0F5F2F94040404040404040;GRETZ ARMAINVILLIERS;164427800;;25 RUE DE PARIS;77220 GRETZ ARMAINVILLIERS;6;77220;GRETZ ARMAINVILLIERS;2.739433;48.739703;77;772150101;529
